音频文件: 20251205 234222-BF444D4E_part_000.m4a
说话人 2: 然后我们就讨论完这个事情，
说话人 2: 然后就只是大家开玩笑，
说话人 2: 没有什么。
说话人 2: 就比如说我跟小丽都姓都姓，
说话人 2: 什么都姓张，
说话人 2: 然后我跟小弟都是河海的，
说话人 2: 还有两个我忘记了。
说话人 1: 嗯，
说话人 1: 反正大家都在这玩，
说话人 2: 这个就是这闲聊嘛，
说话人 2: 然后你就上床了。
说话人 1: 嗯，
说话人 2: 然后今天上午的时候在那里跟小丽说了这个事情，
说话人 2: 说我们昨天晚上哦，
说话人 2: 对，
说话人 2: 上午的时候我就要拍那个西装照片，
说话人 2: 然后我就准备穿小梁的西装。
说话人 2: 然后小丽说他有西装，
说话人 2: 然后我就穿了小丽的西装，
说话人 2: 然后穿了小丽的西装之后，
说话人 2: 然后就说说小丽有好有好，
说话人 2: 她有两件也不是说好多吧。
说话人 2: 就是说相比于零件和一件来说，
说话人 2: 两件就很多，
说话人 1: 嗯，
说话人 1: 对不对？
说话人 2: 嗯，
说话人 2: 那他西装就是非常的，
说话人 2: 他西装就跟他的衣服一样，
说话人 2: 非常的干练，
说话人 2: 然后很有精英范儿，
说话人 2: 像大人能明白吗？
说话人 2: 嗯，
说话人 1: 他穿衣服就是那种风格，
说话人 2: 就是然后然后就说到这个就说到昨天晚上的事情，
说话人 2: 然后让他猜谁跟他的共同点最多结果。
说话人 2: 他说肯定是小梁说，
说话人 2: 因为我跟小梁，
说话人 2: 他说因为他跟小梁性格很像，
说话人 2: 我说为什么不是我？
说话人 2: 我说我跟你性格也一样，
说话人 2: 他说不是才不一样。
说话人 2: 然后我说他说小两和他都容易觉得不好意思，
说话人 2: 我说我也觉得不好意思，
说话人 2: 他说你才没有然后我说为什么不猜我，
说话人 2: 然后我就列举我跟他沟通点，
说话人 2: 但是我早上一直想得了，
说话人 2: 忘了昨天晚上我哪来四个，
说话人 2: 反正就是很明显能感觉到，
说话人 1: 那那也是没办法，
说话人 2: 那也是没办法，
说话人 2: 我以后会多加注意的。
说话人 0: 嗯，
说话人 2: 我再也不要对别人恋爱事情指手画脚了。
说话人 2: 虽然我根本没有指手画脚，
说话人 1: 他自己也有 oversharing 的问题，
说话人 2: 你知道吗？
说话人 2: 每次都是因为就是有的时候别人都不说，
说话人 2: 然后我有点害怕冷场，
说话人 2: 我就说了，
说话人 1: 嗯，
说话人 1: 这个也不是借口，
说话人 1: 这个也不是借口，
说话人 1: 但但他自己也有 oversharing 的问题。
说话人 1: 嗯，
说话人 2: 但是我觉得小丽应该并不到讨厌我的地步，
说话人 2: 但是他肯定是最不喜欢我的。
说话人 2: 相比之下，
说话人 2: 但是跟但是我并不觉得是他的原因，
说话人 1: 嗯，
说话人 1: 没什么，
说话人 1: 就是你有可能你是，

============================================================
